Time 1: PC=0x085 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 3990: PC=0x012 instruction = 0x404 (ISZ), rA = 0x357, rL = 0
Time 3992: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 3993: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 3995: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 3996: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 3998: PC=0x00F instruction = 0x205 (TAD), rA = 0x34D, rL = 1
Time 3999: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x34D, rL = 1
Time 4001: PC=0x012 instruction = 0x404 (ISZ), rA = 0x34D, rL = 1
Time 4003: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4004: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4006: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4007: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4009: PC=0x00F instruction = 0x205 (TAD), rA = 0x343, rL = 0
Time 4010: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x343, rL = 0
Time 4012: PC=0x012 instruction = 0x404 (ISZ), rA = 0x343, rL = 0
Time 4014: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4015: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4017: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4018: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4020: PC=0x00F instruction = 0x205 (TAD), rA = 0x339, rL = 1
Time 4021: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x339, rL = 1
Time 4023: PC=0x012 instruction = 0x404 (ISZ), rA = 0x339, rL = 1
Time 4025: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4026: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4028: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4029: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4031: PC=0x00F instruction = 0x205 (TAD), rA = 0x32F, rL = 0
Time 4032: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x32F, rL = 0
Time 4034: PC=0x012 instruction = 0x404 (ISZ), rA = 0x32F, rL = 0
Time 4036: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4037: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4039: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4040: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4042: PC=0x00F instruction = 0x205 (TAD), rA = 0x325, rL = 1
Time 4043: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x325, rL = 1
Time 4045: PC=0x012 instruction = 0x404 (ISZ), rA = 0x325, rL = 1
Time 4047: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4048: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4050: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4051: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4053: PC=0x00F instruction = 0x205 (TAD), rA = 0x31B, rL = 0
Time 4054: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x31B, rL = 0
Time 4056: PC=0x012 instruction = 0x404 (ISZ), rA = 0x31B, rL = 0
Time 4058: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4059: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4061: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4062: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4064: PC=0x00F instruction = 0x205 (TAD), rA = 0x311, rL = 1
Time 4065: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x311, rL = 1
Time 4067: PC=0x012 instruction = 0x404 (ISZ), rA = 0x311, rL = 1
Time 4069: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4070: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4072: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4073: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4075: PC=0x00F instruction = 0x205 (TAD), rA = 0x307, rL = 0
Time 4076: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x307, rL = 0
Time 4078: PC=0x012 instruction = 0x404 (ISZ), rA = 0x307, rL = 0
Time 4080: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4081: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4083: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4084: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4086: PC=0x00F instruction = 0x205 (TAD), rA = 0x2FD, rL = 1
Time 4087: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2FD, rL = 1
Time 4089: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2FD, rL = 1
Time 4091: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4092: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4094: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4095: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4097: PC=0x00F instruction = 0x205 (TAD), rA = 0x2F3, rL = 0
Time 4098: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2F3, rL = 0
Time 4100: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2F3, rL = 0
Time 4102: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4103: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4105: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4106: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4108: PC=0x00F instruction = 0x205 (TAD), rA = 0x2E9, rL = 1
Time 4109: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2E9, rL = 1
Time 4111: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2E9, rL = 1
Time 4113: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4114: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4116: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4117: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4119: PC=0x00F instruction = 0x205 (TAD), rA = 0x2DF, rL = 0
Time 4120: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2DF, rL = 0
Time 4122: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2DF, rL = 0
Time 4124: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4125: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4127: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4128: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4130: PC=0x00F instruction = 0x205 (TAD), rA = 0x2D5, rL = 1
Time 4131: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2D5, rL = 1
Time 4133: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2D5, rL = 1
Time 4135: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4136: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4138: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4139: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4141: PC=0x00F instruction = 0x205 (TAD), rA = 0x2CB, rL = 0
Time 4142: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2CB, rL = 0
Time 4144: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2CB, rL = 0
Time 4146: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4147: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4149: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4150: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4152: PC=0x00F instruction = 0x205 (TAD), rA = 0x2C1, rL = 1
Time 4153: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2C1, rL = 1
Time 4155: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2C1, rL = 1
Time 4157: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4158: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4160: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4161: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4163: PC=0x00F instruction = 0x205 (TAD), rA = 0x2B7, rL = 0
Time 4164: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2B7, rL = 0
Time 4166: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2B7, rL = 0
Time 4168: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4169: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4171: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4172: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4174: PC=0x00F instruction = 0x205 (TAD), rA = 0x2AD, rL = 1
Time 4175: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2AD, rL = 1
Time 4177: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2AD, rL = 1
Time 4179: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4180: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4182: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4183: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4185: PC=0x00F instruction = 0x205 (TAD), rA = 0x2A3, rL = 0
Time 4186: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x2A3, rL = 0
Time 4188: PC=0x012 instruction = 0x404 (ISZ), rA = 0x2A3, rL = 0
Time 4190: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4191: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4193: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4194: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4196: PC=0x00F instruction = 0x205 (TAD), rA = 0x299, rL = 1
Time 4197: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x299, rL = 1
Time 4199: PC=0x012 instruction = 0x404 (ISZ), rA = 0x299, rL = 1
Time 4201: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4202: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4204: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4205: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4207: PC=0x00F instruction = 0x205 (TAD), rA = 0x28F, rL = 0
Time 4208: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x28F, rL = 0
Time 4210: PC=0x012 instruction = 0x404 (ISZ), rA = 0x28F, rL = 0
Time 4212: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4213: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4215: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4216: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4218: PC=0x00F instruction = 0x205 (TAD), rA = 0x285, rL = 1
Time 4219: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x285, rL = 1
Time 4221: PC=0x012 instruction = 0x404 (ISZ), rA = 0x285, rL = 1
Time 4223: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4224: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4226: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4227: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4229: PC=0x00F instruction = 0x205 (TAD), rA = 0x27B, rL = 0
Time 4230: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x27B, rL = 0
Time 4232: PC=0x012 instruction = 0x404 (ISZ), rA = 0x27B, rL = 0
Time 4234: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4235: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4237: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4238: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4240: PC=0x00F instruction = 0x205 (TAD), rA = 0x271, rL = 1
Time 4241: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x271, rL = 1
Time 4243: PC=0x012 instruction = 0x404 (ISZ), rA = 0x271, rL = 1
Time 4245: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4246: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4248: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4249: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4251: PC=0x00F instruction = 0x205 (TAD), rA = 0x267, rL = 0
Time 4252: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x267, rL = 0
Time 4254: PC=0x012 instruction = 0x404 (ISZ), rA = 0x267, rL = 0
Time 4256: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4257: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4259: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4260: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4262: PC=0x00F instruction = 0x205 (TAD), rA = 0x25D, rL = 1
Time 4263: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x25D, rL = 1
Time 4265: PC=0x012 instruction = 0x404 (ISZ), rA = 0x25D, rL = 1
Time 4267: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4268: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4270: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4271: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4273: PC=0x00F instruction = 0x205 (TAD), rA = 0x253, rL = 0
Time 4274: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x253, rL = 0
Time 4276: PC=0x012 instruction = 0x404 (ISZ), rA = 0x253, rL = 0
Time 4278: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4279: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4281: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4282: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4284: PC=0x00F instruction = 0x205 (TAD), rA = 0x249, rL = 1
Time 4285: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x249, rL = 1
Time 4287: PC=0x012 instruction = 0x404 (ISZ), rA = 0x249, rL = 1
Time 4289: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4290: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4292: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4293: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4295: PC=0x00F instruction = 0x205 (TAD), rA = 0x23F, rL = 0
Time 4296: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x23F, rL = 0
Time 4298: PC=0x012 instruction = 0x404 (ISZ), rA = 0x23F, rL = 0
Time 4300: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4301: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4303: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4304: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4306: PC=0x00F instruction = 0x205 (TAD), rA = 0x235, rL = 1
Time 4307: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x235, rL = 1
Time 4309: PC=0x012 instruction = 0x404 (ISZ), rA = 0x235, rL = 1
Time 4311: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4312: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4314: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4315: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4317: PC=0x00F instruction = 0x205 (TAD), rA = 0x22B, rL = 0
Time 4318: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x22B, rL = 0
Time 4320: PC=0x012 instruction = 0x404 (ISZ), rA = 0x22B, rL = 0
Time 4322: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4323: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4325: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4326: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4328: PC=0x00F instruction = 0x205 (TAD), rA = 0x221, rL = 1
Time 4329: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x221, rL = 1
Time 4331: PC=0x012 instruction = 0x404 (ISZ), rA = 0x221, rL = 1
Time 4333: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4334: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4336: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4337: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4339: PC=0x00F instruction = 0x205 (TAD), rA = 0x217, rL = 0
Time 4340: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x217, rL = 0
Time 4342: PC=0x012 instruction = 0x404 (ISZ), rA = 0x217, rL = 0
Time 4344: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4345: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4347: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4348: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4350: PC=0x00F instruction = 0x205 (TAD), rA = 0x20D, rL = 1
Time 4351: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x20D, rL = 1
Time 4353: PC=0x012 instruction = 0x404 (ISZ), rA = 0x20D, rL = 1
Time 4355: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4356: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4358: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4359: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4361: PC=0x00F instruction = 0x205 (TAD), rA = 0x203, rL = 0
Time 4362: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x203, rL = 0
Time 4364: PC=0x012 instruction = 0x404 (ISZ), rA = 0x203, rL = 0
Time 4366: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4367: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4369: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4370: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4372: PC=0x00F instruction = 0x205 (TAD), rA = 0x1F9, rL = 1
Time 4373: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1F9, rL = 1
Time 4375: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1F9, rL = 1
Time 4377: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4378: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4380: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4381: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4383: PC=0x00F instruction = 0x205 (TAD), rA = 0x1EF, rL = 0
Time 4384: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1EF, rL = 0
Time 4386: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1EF, rL = 0
Time 4388: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4389: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4391: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4392: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4394: PC=0x00F instruction = 0x205 (TAD), rA = 0x1E5, rL = 1
Time 4395: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1E5, rL = 1
Time 4397: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1E5, rL = 1
Time 4399: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4400: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4402: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4403: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4405: PC=0x00F instruction = 0x205 (TAD), rA = 0x1DB, rL = 0
Time 4406: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1DB, rL = 0
Time 4408: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1DB, rL = 0
Time 4410: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4411: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4413: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4414: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4416: PC=0x00F instruction = 0x205 (TAD), rA = 0x1D1, rL = 1
Time 4417: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1D1, rL = 1
Time 4419: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1D1, rL = 1
Time 4421: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4422: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4424: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4425: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4427: PC=0x00F instruction = 0x205 (TAD), rA = 0x1C7, rL = 0
Time 4428: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1C7, rL = 0
Time 4430: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1C7, rL = 0
Time 4432: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4433: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4435: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4436: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4438: PC=0x00F instruction = 0x205 (TAD), rA = 0x1BD, rL = 1
Time 4439: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1BD, rL = 1
Time 4441: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1BD, rL = 1
Time 4443: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4444: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4446: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4447: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4449: PC=0x00F instruction = 0x205 (TAD), rA = 0x1B3, rL = 0
Time 4450: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1B3, rL = 0
Time 4452: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1B3, rL = 0
Time 4454: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4455: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4457: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4458: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4460: PC=0x00F instruction = 0x205 (TAD), rA = 0x1A9, rL = 1
Time 4461: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x1A9, rL = 1
Time 4463: PC=0x012 instruction = 0x404 (ISZ), rA = 0x1A9, rL = 1
Time 4465: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4466: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4468: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4469: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4471: PC=0x00F instruction = 0x205 (TAD), rA = 0x19F, rL = 0
Time 4472: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x19F, rL = 0
Time 4474: PC=0x012 instruction = 0x404 (ISZ), rA = 0x19F, rL = 0
Time 4476: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4477: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4479: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4480: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4482: PC=0x00F instruction = 0x205 (TAD), rA = 0x195, rL = 1
Time 4483: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x195, rL = 1
Time 4485: PC=0x012 instruction = 0x404 (ISZ), rA = 0x195, rL = 1
Time 4487: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4488: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4490: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4491: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4493: PC=0x00F instruction = 0x205 (TAD), rA = 0x18B, rL = 0
Time 4494: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x18B, rL = 0
